,X-Ray Images,CT-Scans,Label
23,person801_virus_1434.jpeg,tr_im_z061.png,1
24,person952_virus_1623.jpeg,tr_im_z002.png,1
25,person819_virus_1455.jpeg,tr_im_z095.png,1
26,person901_virus_1555.jpeg,tr_im_z043.png,1
27,person859_virus_1504.jpeg,tr_im_z007.png,1
28,person79_virus_148.jpeg,tr_im_z069.png,1
29,person734_virus_1355.jpeg,tr_im_z028.png,1
30,person702_virus_1299.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z031.png,1
31,person940_virus_1604.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z022.png,1
32,person692_virus_1286.jpeg,tr_im_z019.png,1
33,person719_virus_1338.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z014.png,1
34,person682_virus_1273.jpeg,tr_im_z048.png,1
35,person779_virus_1410.jpeg,tr_im_z003.png,1
36,person811_virus_1447.jpeg,tr_im_z073.png,1
37,person908_virus_1564.jpeg,val_im_z001.png,1
38,person934_virus_1595.jpeg,tr_im_z015.png,1
39,person93_virus_175.jpeg,tr_im_z049.png,1
40,person759_virus_1387.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z015.png,1
41,person749_virus_1374.jpeg,tr_im_z080.png,1
42,person929_virus_1589.jpeg,tr_im_z072.png,1
43,person835_virus_1472.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z029.png,1
44,person788_virus_1419.jpeg,tr_im_z098.png,1
45,person940_virus_1602.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z030.png,1
46,person888_virus_1538.jpeg,tr_im_z004.png,1
47,person845_virus_1489.jpeg,tr_im_z077.png,1
48,person898_virus_1552.jpeg,tr_im_z009.png,1
49,person810_virus_1446.jpeg,tr_im_z035.png,1
50,person929_virus_1588.jpeg,tr_im_z022.png,1
51,person868_virus_1514.jpeg,tr_im_z040.png,1
52,person76_virus_138.jpeg,tr_im_z038.png,1
53,person698_virus_1294.jpeg,tr_im_z078.png,1
54,person81_virus_152.jpeg,tr_im_z037.png,1
55,person933_virus_1594.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z019.png,1
56,person938_virus_1600.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z035.png,1
57,person842_virus_1483.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z012.png,1
58,person88_virus_163.jpeg,tr_im_z075.png,1
59,person706_virus_1304 (1).jpeg,tr_im_z045.png,1
60,person736_virus_1358.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z016.png,1
61,person936_virus_1598.jpeg,tr_im_z084.png,1
62,person688_virus_1282.jpeg,tr_im_z024.png,1
63,person764_virus_1392.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z024.png,1
64,person710_virus_1308.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z044.png,1
65,person937_virus_1599.jpeg,tr_im_z058.png,1
66,person706_virus_1304.jpeg,tr_im_z036.png,1
67,person838_virus_1476.jpeg,tr_im_z056.png,1
68,person855_virus_1500.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z008.png,1
69,pneumocystis-jirovecii-pneumonia-3-1.jpg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z042.png,1
70,person981_virus_1657.jpeg,tr_im_z001.png,1
71,pneumococcal-pneumonia-day0.jpg,tr_im_z026.png,1
72,person980_virus_1655.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z034.png,1
73,person957_virus_1629.jpeg,tr_im_z032.png,1
74,person960_virus_1633.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z045.png,1
75,person983_virus_1660.jpeg,tr_im_z042.png,1
76,person97_virus_181.jpeg,tr_im_z064.png,1
77,person963_virus_1636.jpeg,tr_im_z054.png,1
78,person978_virus_1653.jpeg,tr_im_z096.png,1
79,person992_virus_1670.jpeg,tr_im_z074.png,1
80,pneumococcal-pneumonia-day35.jpg,tr_im_z010.png,1
81,person997_virus_1678.jpeg,tr_im_z027.png,1
82,person965_virus_1638.jpeg,tr_im_z017.png,1
83,person979_virus_1654.jpeg,tr_im_z018.png,1
84,person995_virus_1676.jpeg,tr_im_z094.png,1
85,pneumocystis-carinii-pneumonia-1-PA.jpg,tr_im_z090.png,1
86,person96_virus_179.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z028.png,1
87,pneumocystis-jirovecii-pneumonia-3-2.jpg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z032.png,1
88,person993_virus_1671.jpeg,tr_im_z068.png,1
89,person994_virus_1672.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z018.png,1
90,person962_virus_1635.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z020.png,1
91,pneumocystis-jirovecii-pneumonia-2.jpg,tr_im_z057.png,1
92,person961_virus_1634.jpeg,tr_im_z065.png,1
93,person968_virus_1642.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z013.png,1
94,person977_virus_1652.jpeg,tr_im_z066.png,1
95,person976_virus_1651.jpeg,tr_im_z087.png,1
96,person958_virus_1630.jpeg,tr_im_z059.png,1
97,person98_virus_182.jpeg,tr_im_z030.png,1
98,person996_virus_1677.jpeg,tr_im_z025.png,1
99,person95_virus_177.jpeg,tr_im_z071.png,1
100,person966_virus_1639.jpeg,tr_im_z052.png,1
101,pneumocystis-jiroveci-pneumonia-4-PA.png,tr_im_z021.png,1
102,person982_virus_1658.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z025.png,1
103,person96_virus_178.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z011.png,1
104,person989_virus_1667.jpeg,tr_im_z092.png,1
105,person975_virus_1650.jpeg,val_im_z002.png,1
106,person991_virus_1669.jpeg,tr_im_z047.png,1
107,person974_virus_1649.jpeg,val_im_z003.png,1
108,person988_virus_1666.jpeg,tr_im_z033.png,1
109,person964_virus_1637.jpeg,tr_im_z086.png,1
110,pneumococcal-pneumonia-day7.jpg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z009.png,1
111,person967_virus_1640.jpeg,tr_im_z023.png,1
112,person97_virus_180.jpeg,tr_im_z020.png,1
113,person972_virus_1646.jpeg,tr_im_z041.png,1
114,person970_virus_1644.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z040.png,1
115,pneumocystis-jiroveci-pneumonia-2.png,val_im_z009.png,1
116,person969_virus_1643.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z026.png,1
117,person973_virus_1647.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z021.png,1
118,person99_virus_183.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z017.png,1
119,pneumocystis-pneumonia-12.png,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z039.png,1
120,wong-0000.jpg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z023.png,1
121,ryct.2020003.fig2-b.png,tr_im_z013.png,1
122,ryct.2020003.fig2-a.png,tr_im_z016.png,1
123,ryct.2020200028.fig1a.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z027.png,1
124,post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day6-2.jpg,tr_im_z029.png,1
125,pneumonia-7.jpg,tr_im_z093.png,1
126,wong-0002.jpg,tr_im_z060.png,1
127,radiol.2020201160.fig2b.jpeg,tr_im_z012.png,1
128,radiol.2020200274.fig3d.png,val_im_z006.png,1
129,streptococcus-pneumoniae-pneumonia-temporal-evolution-1-day0.jpg,tr_im_z082.png,1
130,radiol.2020201160.fig3b.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z038.png,1
131,yxppt-2020-02-19_00-51-27_287214-day12.jpg,tr_im_z062.png,1
132,radiol.2020201160.fig6b.jpeg,tr_im_z085.png,1
133,post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day6-1.jpg,tr_im_z081.png,1
134,pneumocystis-pneumonia-2-PA.png,tr_im_z050.png,1
135,radiol.2020201160.fig2d.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z010.png,1
136,streptococcus-pneumoniae-pneumonia-temporal-evolution-1-day3.jpg,tr_im_z034.png,1
137,streptococcus-pneumoniae-pneumonia-temporal-evolution-1-day1.jpg,tr_im_z031.png,1
138,wong-0003.jpg,tr_im_z005.png,1
139,radiol.2020201160.fig2c.jpeg,val_im_z007.png,1
140,ryct.2020200034.fig5-day7.jpeg,tr_im_z100.png,1
141,pneumocystis-pneumonia-8.jpg,tr_im_z091.png,1
142,ryct.2020003.fig2-c.png,val_im_z004.png,1
143,radiol.2020201160.fig3a.jpeg,tr_im_z067.png,1
144,ryct.2020200034.fig5-day0.jpeg,tr_im_z097.png,1
145,streptococcus-pneumoniae-pneumonia-temporal-evolution-1-day2.jpg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z037.png,1
146,ryct.2020200034.fig5-day4.jpeg,tr_im_z055.png,1
147,post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day1.jpg,tr_im_z008.png,1
148,radiopedia-covid-19-pneumonia-2.jpg,tr_im_z099.png,1
149,radiol.2020201160.fig2a.jpeg,tr_im_z014.png,1
150,right-upper-lobe-pneumonia-9-PA.jpg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z041.png,1
151,radiol.2020201160.fig3d.jpeg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z007.png,1
152,streptococcus-pneumoniae-pneumonia-1.jpg,tr_im_z070.png,1
153,pneumocystis-jirovecii-pneumonia-3-3.jpg,tr_im_z046.png,1
154,radiopaedia-2019-novel-coronavirus-infected-pneumonia.jpg,tr_im_z006.png,1
155,post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day7.jpg,tr_im_z083.png,1
156,yxppt-2020-02-19_00-51-27_287214-day8.jpg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z043.png,1
157,pneumocystis-pneumonia-1.jpg,tr_im_z079.png,1
158,radiol.2020200490.fig3.jpeg,tr_im_z011.png,1
159,radiol.2020201160.fig3c.jpeg,tr_im_z063.png,1
160,ryct.2020200034.fig2.jpeg,tr_im_z089.png,1
161,yxppt-2020-02-19_00-51-27_287214-day10.jpg,tr_im_z053.png,1
162,wong-0005.jpg,radiopaedia_org_covid-19-pneumonia-7_85703_0-dcm_z036.png,1
163,wong-0004.jpg,val_im_z005.png,1
164,aug_gr1_lrg-a_sharp_4.jpg,coronacases_org_007_z158.png,1
165,aug_gr1_lrg-a_PL_3.jpg,coronacases_org_007_z100.png,1
166,aug_kjr-21-e24-g002-l-a_sharp_4.jpg,coronacases_org_007_z104.png,1
167,aug_gr1_lrg-b_avg_0.jpg,coronacases_org_007_z146.png,1
168,aug_kjr-21-e24-g001-l-a_avg_0.jpg,coronacases_org_007_z186.png,1
169,aug_nejmoa2001191_f3-PA._PL_2.jpg,coronacases_org_007_z172.png,1
170,aug_kjr-21-e25-g001-l-a_PL_1.jpg,coronacases_org_007_z060.png,1
171,aug_lancet-case2a_sharp_1.jpg,coronacases_org_007_z138.png,1
172,aug_nejmoa2001191_f5-PA._avg_0.jpg,coronacases_org_007_z156.png,1
173,aug_kjr-21-e25-g001-l-a_PL_2.jpg,coronacases_org_007_z088.png,1
174,aug_nejmoa2001191_f1-PA._sharp_1.jpg,coronacases_org_007_z065.png,1
175,aug_figure1-5e75d0940b71e1b702629659-98-right._PL_0.jpg,coronacases_org_008_z098.png,1
176,aug_kjr-21-e24-g001-l-a_PL_3.jpg,coronacases_org_008_z113.png,1
177,aug_kjr-21-e24-g001-l-a_PL_1.jpg,coronacases_org_008_z017.png,1
178,aug_lancet-case2b_PL_2.jpg,coronacases_org_008_z103.png,1
179,aug_figure1-5e75d0940b71e1b702629659-98-right (1)._PL_1.jpg,coronacases_org_008_z051.png,1
180,aug_kjr-21-e24-g003-l-a_sharp_1.jpg,coronacases_org_008_z004.png,1
181,aug_nejmoa2001191_f4._PL_0.jpg,coronacases_org_008_z043.png,1
182,aug_kjr-21-e25-g001-l-a_PL_3.jpg,coronacases_org_008_z144.png,1
183,aug_nCoV-radiol.2020200269.fig1-day7._PL_1.jpg,coronacases_org_008_z102.png,1
184,aug_kjr-21-e24-g002-l-a_PL_0.jpg,coronacases_org_008_z083.png,1
185,aug_kjr-21-e25-g001-l-a_PL_4.jpg,coronacases_org_007_z213.png,1
186,aug_nejmoa2001191_f3-PA._sharp_4.jpg,coronacases_org_008_z106.png,1
187,aug_gr1_lrg-a_PL_0 (1).jpg,coronacases_org_008_z086.png,1
188,aug_nejmoa2001191_f4._PL_4.jpg,coronacases_org_008_z120.png,1
189,aug_nejmoa2001191_f5-PA._sharp_1.jpg,coronacases_org_008_z116.png,1
190,aug_gr1_lrg-b_PL_3.jpg,coronacases_org_008_z119.png,1
191,aug_lancet-case2b_sharp_4.jpg,coronacases_org_008_z041.png,1
192,aug_gr1_lrg-a_avg_0.jpg,coronacases_org_007_z243.png,1
193,aug_lancet-case2a_avg_0.jpg,coronacases_org_008_z060.png,1
194,aug_nejmc2001573_f1b._avg_0.jpg,coronacases_org_008_z092.png,1
195,aug_lancet-case2a_PL_3.jpg,coronacases_org_008_z095.png,1
196,aug_nejmoa2001191_f5-PA._PL_3.jpg,coronacases_org_008_z110.png,1
197,aug_lancet-case2b_sharp_1.jpg,coronacases_org_008_z066.png,1
198,aug_kjr-21-e24-g001-l-a_sharp_1.jpg,coronacases_org_007_z229.png,1
199,aug_nejmoa2001191_f1-PA._PL_4.jpg,coronacases_org_007_z209.png,1
200,aug_gr1_lrg-b_avg_1.jpg,coronacases_org_007_z200.png,1
201,aug_nejmc2001573_f1b._sharp_1.jpg,coronacases_org_008_z141.png,1
202,aug_nejmoa2001191_f3-PA._PL_0.jpg,coronacases_org_007_z235.png,1
203,aug_kjr-21-e24-g001-l-a_PL_0.jpg,coronacases_org_008_z072.png,1
204,aug_figure1-5e75d0940b71e1b702629659-98-right (1)._sharp_1.jpg,coronacases_org_007_z218.png,1
205,aug_nejmoa2001191_f3-PA._PL_1.jpg,coronacases_org_007_z226.png,1
206,aug_gr1_lrg-a_avg_1 (1).jpg,coronacases_org_008_z125.png,1
207,aug_nCoV-radiol.2020200269.fig1-day7._PL_3.jpg,coronacases_org_008_z067.png,1
208,aug_gr1_lrg-b_PL_0.jpg,coronacases_org_008_z040.png,1
209,aug_nejmoa2001191_f4._PL_1.jpg,coronacases_org_008_z037.png,1
210,aug_nejmoa2001191_f3-PA._avg_1.jpg,coronacases_org_008_z104.png,1
211,aug_lancet-case2b_avg_1.jpg,coronacases_org_007_z208.png,1
212,aug_figure1-5e75d0940b71e1b702629659-98-right._sharp_1.jpg,coronacases_org_008_z071.png,1
213,aug_gr1_lrg-a_PL_0.jpg,coronacases_org_008_z123.png,1
214,aug_nejmoa2001191_f1-PA._avg_0.jpg,coronacases_org_008_z063.png,1
215,aug_kjr-21-e25-g001-l-a_avg_1.jpg,coronacases_org_008_z091.png,1
216,aug_nejmoa2001191_f3-PA._avg_0.jpg,coronacases_org_007_z203.png,1
217,aug_kjr-21-e24-g002-l-a_sharp_1.jpg,coronacases_org_008_z035.png,1
218,aug_nejmoa2001191_f4._sharp_4.jpg,coronacases_org_008_z025.png,1
219,aug_kjr-21-e24-g002-l-a_PL_3.jpg,coronacases_org_008_z054.png,1
220,aug_kjr-21-e24-g001-l-a_sharp_4.jpg,coronacases_org_008_z010.png,1
221,aug_kjr-21-e24-g003-l-a_PL_2.jpg,coronacases_org_008_z117.png,1
222,aug_figure1-5e75d0940b71e1b702629659-98-right._PL_1.jpg,coronacases_org_007_z198.png,1
223,aug_nCoV-radiol.2020200269.fig1-day7._PL_2.jpg,coronacases_org_008_z085.png,1
224,aug_figure1-5e75d0940b71e1b702629659-98-right._PL_3.jpg,coronacases_org_008_z121.png,1
225,aug_nejmoa2001191_f3-PA._sharp_1.jpg,coronacases_org_008_z048.png,1
226,aug_lancet-case2b_PL_1.jpg,coronacases_org_008_z077.png,1
227,aug_nejmoa2001191_f5-PA._avg_1.jpg,coronacases_org_007_z248.png,1
228,aug_nCoV-radiol.2020200269.fig1-day7._avg_0.jpg,coronacases_org_007_z221.png,1
229,aug_gr1_lrg-b_sharp_1.jpg,coronacases_org_007_z195.png,1
230,aug_figure1-5e75d0940b71e1b702629659-98-right (1)._PL_4.jpg,coronacases_org_008_z031.png,1
231,aug_lancet-case2a_PL_1.jpg,coronacases_org_008_z012.png,1
232,aug_nejmoa2001191_f5-PA._PL_0.jpg,coronacases_org_008_z100.png,1
233,aug_gr1_lrg-a_sharp_1.jpg,coronacases_org_008_z064.png,1
234,aug_gr1_lrg-b_sharp_4.jpg,coronacases_org_008_z126.png,1
235,aug_nCoV-radiol.2020200269.fig1-day7._PL_4.jpg,coronacases_org_008_z011.png,1
236,aug_lancet-case2b_PL_4.jpg,coronacases_org_008_z073.png,1
237,aug_nejmoa2001191_f1-PA._PL_3.jpg,coronacases_org_008_z096.png,1
238,aug_nejmc2001573_f1b._sharp_4.jpg,coronacases_org_008_z019.png,1
239,aug_figure1-5e75d0940b71e1b702629659-98-right (1)._PL_2.jpg,coronacases_org_008_z003.png,1
240,aug_nejmc2001573_f1b._PL_0.jpg,coronacases_org_007_z228.png,1
241,aug_gr1_lrg-b_PL_2.jpg,coronacases_org_008_z143.png,1
242,aug_kjr-21-e24-g002-l-a_PL_4.jpg,coronacases_org_008_z089.png,1
243,aug_nejmc2001573_f1b._PL_1.jpg,coronacases_org_007_z234.png,1
244,aug_nejmoa2001191_f3-PA._PL_4.jpg,coronacases_org_007_z238.png,1
245,aug_nejmoa2001191_f5-PA._PL_2.jpg,coronacases_org_007_z219.png,1
246,aug_kjr-21-e24-g003-l-a_sharp_4.jpg,coronacases_org_008_z137.png,1
247,aug_nejmoa2001191_f1-PA._sharp_4.jpg,coronacases_org_008_z094.png,1
248,aug_kjr-21-e24-g001-l-a_PL_4.jpg,coronacases_org_007_z210.png,1
249,aug_gr1_lrg-b_PL_4.jpg,coronacases_org_007_z192.png,1
250,aug_kjr-21-e24-g001-l-a_PL_2.jpg,coronacases_org_007_z232.png,1
251,aug_nCoV-radiol.2020200269.fig1-day7._PL_0.jpg,coronacases_org_008_z076.png,1
252,aug_lancet-case2b_avg_0.jpg,coronacases_org_007_z239.png,1
253,aug_kjr-21-e24-g003-l-a_avg_0.jpg,coronacases_org_008_z082.png,1
254,aug_lancet-case2a_PL_0.jpg,coronacases_org_008_z013.png,1
255,aug_gr1_lrg-a_avg_1.jpg,coronacases_org_008_z101.png,1
256,aug_gr1_lrg-a_PL_1.jpg,coronacases_org_007_z199.png,1
257,aug_figure1-5e75d0940b71e1b702629659-98-right._avg_1.jpg,coronacases_org_008_z090.png,1
258,aug_nejmoa2001191_f1-PA._PL_1.jpg,coronacases_org_008_z059.png,1
259,aug_kjr-21-e24-g003-l-a_avg_1.jpg,coronacases_org_008_z034.png,1
260,aug_kjr-21-e24-g003-l-a_PL_1.jpg,coronacases_org_007_z237.png,1
261,aug_nejmoa2001191_f4._PL_3.jpg,coronacases_org_008_z058.png,1
262,aug_kjr-21-e24-g001-l-a_avg_1.jpg,coronacases_org_008_z061.png,1
263,aug_nejmoa2001191_f4._sharp_1.jpg,coronacases_org_008_z109.png,1
264,aug_nejmoa2001191_f5-PA._PL_4.jpg,coronacases_org_008_z026.png,1
265,aug_gr1_lrg-a_PL_4.jpg,coronacases_org_008_z114.png,1
266,aug_figure1-5e75d0940b71e1b702629659-98-right._PL_4.jpg,coronacases_org_008_z042.png,1
267,aug_gr1_lrg-b_PL_1.jpg,coronacases_org_007_z245.png,1
268,aug_figure1-5e75d0940b71e1b702629659-98-right._avg_0.jpg,coronacases_org_008_z055.png,1
269,aug_figure1-5e71be566aa8714a04de3386-98-left._sharp_4.jpg,coronacases_org_008_z127.png,1
270,aug_kjr-21-e24-g003-l-a_PL_3.jpg,coronacases_org_008_z075.png,1
271,aug_kjr-21-e25-g001-l-a_PL_0.jpg,coronacases_org_008_z007.png,1
272,aug_nejmoa2001191_f1-PA._avg_1.jpg,coronacases_org_008_z112.png,1
273,aug_lancet-case2b_PL_0.jpg,coronacases_org_008_z015.png,1
274,aug_kjr-21-e24-g002-l-a_PL_1.jpg,coronacases_org_008_z005.png,1
275,aug_figure1-5e75d0940b71e1b702629659-98-right._PL_2.jpg,coronacases_org_007_z230.png,1
276,aug_radiol.2020200490.fig3._sharp_4.jpg,coronacases_org_008_z036.png,1
277,aug_radiol.2020200490.fig3._sharp_1.jpg,coronacases_org_008_z053.png,1
278,aug_radiol.2020200490.fig3._PL_2.jpg,coronacases_org_008_z046.png,1
279,aug_ryct.2020200028.fig1a._PL_4.jpg,coronacases_org_008_z088.png,1
280,aug_ryct.2020200028.fig1a._sharp_1.jpg,coronacases_org_008_z024.png,1
281,aug_radiol.2020200490.fig3._PL_1.jpg,coronacases_org_008_z028.png,1
282,aug_radiol.2020200490.fig3._PL_0.jpg,coronacases_org_008_z029.png,1
283,aug_radiol.2020200490.fig3._avg_0.jpg,coronacases_org_008_z131.png,1
284,aug_ryct.2020200028.fig1a._PL_1.jpg,coronacases_org_007_z205.png,1
285,aug_ryct.2020200028.fig1a._avg_1.jpg,coronacases_org_007_z225.png,1
286,aug_radiol.2020200490.fig3._avg_1.jpg,coronacases_org_008_z050.png,1
287,aug_radiol.2020200490.fig3._PL_4.jpg,coronacases_org_008_z084.png,1
288,aug_ryct.2020200028.fig1a._avg_0.jpg,coronacases_org_008_z111.png,1
289,aug_nejmoa2001191_f5-PA._sharp_4.jpg,coronacases_org_008_z133.png,1
290,aug_ryct.2020200028.fig1a._PL_3.jpg,coronacases_org_008_z038.png,1
291,aug_ryct.2020200028.fig1a._PL_2.jpg,coronacases_org_008_z069.png,1
292,aug_ryct.2020200028.fig1a._PL_0.jpg,coronacases_org_008_z124.png,1
293,aug_radiol.2020200490.fig3._PL_3.jpg,coronacases_org_008_z045.png,1
294,aug_ryct.2020200028.fig1a._sharp_4.jpg,coronacases_org_008_z108.png,1
295,b10c49ca.png,coronacases_org_008_z079.png,1
296,b39f5cf9.jpg,coronacases_org_007_z206.png,1
297,b0500187.png,coronacases_org_007_z207.png,1
298,aug_ryct.2020200034.fig5-day4._sharp_4.jpg,coronacases_org_008_z023.png,1
299,auntminnie-c-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg,coronacases_org_008_z068.png,1
300,bb0e626a.jpg,coronacases_org_008_z118.png,1
301,aug_ryct.2020200034.fig5-day4._PL_1.jpg,coronacases_org_007_z240.png,1
302,aug_ryct.2020200034.fig5-day0._PL_0.jpg,coronacases_org_008_z057.png,1
303,bd3ceeb6.png,coronacases_org_007_z211.png,1
304,aug_ryct.2020200034.fig2._PL_3.jpg,coronacases_org_007_z231.png,1
305,c08a4f41.png,coronacases_org_008_z135.png,1
306,aug_ryct.2020200034.fig2._PL_1.jpg,coronacases_org_008_z107.png,1
307,b4e9a53a.png,coronacases_org_007_z212.png,1
308,aug_ryct.2020200034.fig2._sharp_1.jpg,coronacases_org_008_z032.png,1
309,c0f74558.jpg,coronacases_org_008_z142.png,1
310,bf39b989.png,coronacases_org_008_z105.png,1
311,aug_ryct.2020200034.fig2._avg_1.jpg,coronacases_org_007_z246.png,1
312,b39f5cf9.png,coronacases_org_008_z014.png,1
313,bf333f43.png,coronacases_org_008_z129.png,1
314,aug_ryct.2020200034.fig5-day4._avg_0.jpg,coronacases_org_008_z022.png,1
315,b9673e89.png,coronacases_org_008_z087.png,1
316,b343e657.jpg,coronacases_org_008_z056.png,1
317,aug_ryct.2020200034.fig5-day0._avg_0.jpg,coronacases_org_008_z065.png,1
318,aug_ryct.2020200034.fig2._sharp_4.jpg,coronacases_org_007_z220.png,1
319,aug_ryct.2020200034.fig5-day7._sharp_4.jpg,coronacases_org_007_z233.png,1
320,aug_ryct.2020200034.fig5-day4._avg_1.jpg,coronacases_org_008_z080.png,1
321,aug_ryct.2020200034.fig5-day4._PL_4.jpg,coronacases_org_008_z093.png,1
322,aug_ryct.2020200034.fig5-day7._sharp_1.jpg,coronacases_org_008_z132.png,1
323,aug_ryct.2020200034.fig5-day0._sharp_1.jpg,coronacases_org_008_z001.png,1
324,aug_ryct.2020200034.fig5-day4._PL_0.jpg,coronacases_org_007_z224.png,1
325,b9673e89.jpg,coronacases_org_007_z247.png,1
326,aug_ryct.2020200034.fig2._PL_0.jpg,coronacases_org_008_z016.png,1
327,aug_ryct.2020200034.fig5-day4._PL_3.jpg,coronacases_org_008_z130.png,1
328,aug_ryct.2020200034.fig2._avg_0.jpg,coronacases_org_008_z009.png,1
329,aug_ryct.2020200034.fig5-day0._PL_3.jpg,coronacases_org_008_z039.png,1
330,aug_ryct.2020200034.fig5-day4._PL_2.jpg,coronacases_org_008_z099.png,1
331,aug_ryct.2020200034.fig5-day7._PL_3.jpg,coronacases_org_008_z052.png,1
332,bd85e252.png,coronacases_org_007_z249.png,1
333,aug_ryct.2020200034.fig5-day7._PL_4.jpg,coronacases_org_007_z194.png,1
334,b606e1d0.png,coronacases_org_008_z008.png,1
335,bd10d5e2.png,coronacases_org_008_z070.png,1
336,aug_ryct.2020200034.fig2._PL_2.jpg,coronacases_org_008_z018.png,1
